Title,reviews,stars
Great customer service they were fast…,I called to pay my loan and was told that I could renew my loan and do it by text or e-mail and if done before 11: am I could get the funds that day. They were very helpful  and even called to make sure I didn’t understood everything. Was quick and easy.,5
A very professional approach to her…,They were the best...very prompt I would highly recommend,5
I have been dealing with Covington…,"Every employee that I have come in contact with at this branch is always, kind, considerate and helpful.  5 stars all the way!!!",5
Professional and Helpful,I love Covington credit they fast and quick I will always finance with them great company awesome employees,5
Happy,Mrs.Diane and her crew are amazing and always trying to help.,5
Excellent customer service,Staff is very personable and thorough. I always enjoy speaking with them.,5
Excellent customer service & staff.,Easy and fast.  Great service from Auqua in Stockbridge Ga location.,5
Always there to help me in any situation. Such a wonderful experience every time. Thank you 😊,Good Customer service and they will work with you! I highly recommend doing business with this location.,5
Great bunch to do business with,"Thank you very much, you worked with me and you were very professional,  you and your staff are very nice and courteous and i appreciate your kindness and courtesy that you show your customers. Again Thank you n God Bless.",5
I love that I don't have to go into the…,Yes the staff at Southern Finance really helped me when I needed it the most. They gave me exactly what I asked for. The process was quick and easy as I didn't need any headache right now while dealing with death of my grandmother due to corona. I thank Ms. Sheyenne and the Manager for the help. They was nice and very welcoming.,5
I love Covington Credit Loan in Foley…,I am very satisfied with the professional service that Quick Credit has provided me for more than 10 years. They really care about their clients. Great company.,5
Very easy renewal,"Great staff, everyone know what to do and very friendly and easy to talk to thumbs up 👍",5
Staff was ok,Rosa N. was AWESOME very professional and informative.  I am glad Covington Credit exists. You never know when you may need them!,3
I usually talk to Genny Goff,Very easy to get the loan you need. Very satisfied with this company.,5
They are always friendly and helpful,"The people that work there is very nice and courteous they treat you with the highest respect, I really appreciate their politeness job well done and beyond to try and help solve your problem,Thank you all very much for your outstanding service.",4
