name,reviews,stars
Martha D,"Process was very quick and easy to complete. Helga (Palmyra, Pa) branch was so helpful and easy to work with.",5
Johnnie R,"!very helpful,courteous,explained the process and very friendly and understanding of situation.",5
Brian V,"customer service agent was very helpful and quickly finished our loan so we could get our roof replaced before winter, thanks for all the help.",5
Russ Poller,Everyone was courteous and kind everything was explained to me I've done business with the company for years,5
Mo,"I was delighted to be accepted for a loan from OneMain ,my wife and I had emergency plumbing work that had to be done .The service and the people were awesome, Jennifer Zeller just amazing in help me pay off loan by-weekly which also makes paying easier.                                               Thank You again Jennifer and OneMain",5
Stephen M,Onemain is awsome they've helped me out alot and give me good financial advice. Rebecca is always willing to help out and really knowledgeable about the products. Thanks to her awsome customer service I won't ever go to anybody else for money. Thank you onemain financial san Pedro location in san antonio Tx.,5
Katia C,"Quick, Easy, Non Complicated. Informative Excellent Service",5
Adele Schrader,Employees were patient and pleasant and extremely helpful. The transaction was quick and the funds were delivered even quicker.,5
Carmen,"I have to say, this was a great experience. The service was fast and efficient and was given several option for my financing needs. I would definately reccomend.",5
Cheri Corley,"Brian was the only loan officer in the office - the other loan officer quit that morning. I walked in, he stopped what he was doing and wrote a loan for me. He was awesome!!",5
Cindy G,Great service in a speedy time frame! Id send anyone yalls way.,5
Nicholas R,Dakota is so helpful and polite. I enjoy her. She has worked with me in the past and seems to genuinely understand my need. Dakota makes the whole process seem effortless.,5
William R,Great and timely. Thanks,5
Dannielle B,Top of the line service! Quick response and very helpful to my needs. Couldn't ask for better customer service!  V.W.W.,5
Eunice R,John was so professional and very helpful,5
carol,"I have been a customer for a few years! And it’s been a great experience helping my family financially when needing extra cash! Sending my son off to college, getting married , and even helping me with a new car loan. They are like your personal banker, and they are looking out for your best interest! They also educating you about your finances along the way! One main financial has been a life line for my family! And amazing customer service, they are like extended family!",5
Tl,Everything was handled veryWell. The best part was when my loan agent at the Garland branchHelp me with the process throughMy phone and walked me through it step by step.please forgive me but I have a hard time remembering names but she was great. My hats off to her for beingSo wonderful and dealing with me.,1
Michael S,"I Can't SAY ENOUGH POSITIVE THINGS about Alex, Sharon, and Linda at The One Main Financial Group in Seaford Delaware!! My husband and I were treated Wonderfully and the entire Staff there was Outstanding and the BEST we have EVER come across in a financial institution!! Thank you so Very much!!!",5
Gregory T,Quick approval and friendly loan officers.  They communicated efficiently and often.  Closing was quick and painless.,5
Anthony P,"I'd like to thank the people at the Ashtabula branch for their patience and aid in getting me the financial assistance i was looking for. easy to work with, and fair options for payments. Thank you team and will recommend to friends.",5
Netarcia S,So happy with our loane experience. I highly reccomend one main.,5
Nazneen R,Very helpful and understanding staff to work with.,5
